Id,SalePrice
1600,212000.0
1601,89000.0
1602,75000.0
1603,75000.0
1604,275000.0
1605,250000.0
1606,167500.0
1607,143000.0
1608,227680.0
1609,215200.0
1610,180000.0
1611,148000.0
1612,192140.0
1613,149350.0
1614,143000.0
1615,91500.0
1616,97000.0
1617,75000.0
1618,124900.0
1619,129000.0
1620,124000.0
1621,81000.0
1622,144500.0
1623,312500.0
1624,215000.0
1625,127500.0
1626,190000.0
1627,192000.0
1628,290000.0
1629,180000.0
1630,423000.0
1631,212000.0
1632,270000.0
1633,180000.0
1634,183200.0
1635,165600.0
1636,149350.0
1637,192140.0
1638,226000.0
1639,178000.0
1640,226000.0
1641,210000.0
1642,224900.0
1643,212000.0
1644,212000.0
1645,175000.0
1646,145000.0
1647,174000.0
1648,157000.0
1649,155000.0
1650,121600.0
1651,110000.0
1652,100000.0
1653,120000.0
1654,159000.0
1655,140000.0
1656,146000.0
1657,155000.0
1658,146000.0
1659,139400.0
1660,149000.0
1661,412500.0
1662,446261.0
1663,415298.0
1664,184750.0
1665,335000.0
1666,312500.0
1667,402000.0
1668,315000.0
1669,285000.0
1670,335000.0
1671,260400.0
1672,184750.0
1673,281213.0
1674,248900.0
1675,196000.0
1676,194700.0
1677,230000.0
1678,184750.0
1679,395000.0
1680,328900.0
1681,277500.0
1682,312500.0
1683,171750.0
1684,164990.0
1685,163990.0
1686,160000.0
1687,160000.0
1688,174000.0
1689,185000.0
1690,184000.0
1691,180000.0
1692,336000.0
1693,180000.0
1694,173000.0
1695,170000.0
1696,274725.0
1697,234000.0
1698,315000.0
1699,538000.0
1700,207500.0
1701,228500.0
1702,249700.0
1703,249700.0
1704,306000.0
1705,230000.0
1706,184750.0
1707,227680.0
1708,215200.0
1709,335000.0
1710,227000.0
1711,281000.0
1712,201000.0
1713,221000.0
1714,302000.0
1715,212000.0
1716,147400.0
1717,147400.0
1718,155000.0
1719,225000.0
1720,275000.0
1721,147400.0
1722,159000.0
1723,158000.0
1724,215200.0
1725,222500.0
1726,181000.0
1727,179200.0
1728,184000.0
1729,156932.0
1730,118858.0
1731,117500.0
1732,147000.0
1733,144000.0
1734,139950.0
1735,136500.0
1736,115000.0
1737,315000.0
1738,194500.0
1739,301000.0
1740,179000.0
1741,194700.0
1742,168500.0
1743,183900.0
1744,312500.0
1745,241500.0
1746,315000.0
1747,219500.0
1748,189000.0
1749,145000.0
1750,139000.0
1751,226000.0
1752,125500.0
1753,172000.0
1754,176000.0
1755,160000.0
1756,121600.0
1757,127500.0
1758,163000.0
1759,168000.0
1760,170000.0
1761,139000.0
1762,172500.0
1763,180500.0
1764,110000.0
1765,228950.0
1766,228950.0
1767,257500.0
1768,140000.0
1769,174000.0
1770,130000.0
1771,135000.0
1772,153000.0
1773,171500.0
1774,143000.0
1775,128900.0
1776,109500.0
1777,129900.0
1778,136000.0
1779,101800.0
1780,234000.0
1781,135000.0
1782,110000.0
1783,143500.0
1784,91300.0
1785,119200.0
1786,189000.0
1787,205000.0
1788,39300.0
1789,84500.0
1790,75000.0
1791,200624.0
1792,143000.0
1793,137000.0
1794,132500.0
1795,160000.0
1796,109900.0
1797,110000.0
1798,128000.0
1799,129900.0
1800,123000.0
1801,89500.0
1802,207000.0
1803,185000.0
1804,143750.0
1805,128000.0
1806,143500.0
1807,95000.0
1808,120000.0
1809,128000.0
1810,172500.0
1811,108000.0
1812,135000.0
1813,110000.0
1814,110000.0
1815,39300.0
1816,91300.0
1817,132000.0
1818,124000.0
1819,120000.0
1820,75500.0
1821,102000.0
1822,207000.0
1823,34900.0
1824,139500.0
1825,132500.0
1826,66500.0
1827,107900.0
1828,157900.0
1829,125000.0
1830,155000.0
1831,159500.0
1832,118000.0
1833,136900.0
1834,117000.0
1835,189000.0
1836,102000.0
1837,123600.0
1838,140000.0
1839,108000.0
1840,179000.0
1841,151000.0
1842,78000.0
1843,132000.0
1844,135000.0
1845,139900.0
1846,155000.0
1847,139900.0
1848,60000.0
1849,148000.0
1850,129000.0
1851,140000.0
1852,141000.0
1853,173000.0
1854,179900.0
1855,120000.0
1856,248000.0
1857,115000.0
1858,142953.0
1859,118858.0
1860,148000.0
1861,118858.0
1862,190000.0
1863,190000.0
1864,190000.0
1865,315000.0
1866,315000.0
1867,244600.0
1868,297000.0
1869,188500.0
1870,295493.0
1871,250000.0
1872,163990.0
1873,248000.0
1874,149000.0
1875,173000.0
1876,200500.0
1877,185850.0
1878,213000.0
1879,143000.0
1880,144000.0
1881,221000.0
1882,255000.0
1883,196500.0
1884,237000.0
1885,272000.0
1886,297000.0
1887,185850.0
1888,286000.0
1889,156932.0
1890,154500.0
1891,145000.0
1892,110000.0
1893,135000.0
1894,160000.0
1895,145250.0
1896,133000.0
1897,160000.0
1898,118000.0
1899,137500.0
1900,205000.0
1901,167000.0
1902,98600.0
1903,176000.0
1904,139950.0
1905,180500.0
1906,127000.0
1907,121500.0
1908,83500.0
1909,85400.0
1910,124000.0
1911,186500.0
1912,294000.0
1913,250000.0
1914,35311.0
1915,392500.0
1916,58500.0
1917,290000.0
1918,130000.0
1919,147000.0
1920,172000.0
1921,402861.0
1922,314813.0
1923,189000.0
1924,275000.0
1925,222500.0
1926,315000.0
1927,164900.0
1928,172000.0
1929,133900.0
1930,148000.0
1931,134900.0
1932,148000.0
1933,192140.0
1934,173000.0
1935,178000.0
1936,192000.0
1937,177000.0
1938,172000.0
1939,270000.0
1940,212000.0
1941,169000.0
1942,186500.0
1943,161000.0
1944,336000.0
1945,377500.0
1946,110000.0
1947,328900.0
1948,155000.0
1949,275000.0
1950,194500.0
1951,239686.0
1952,289000.0
1953,196000.0
1954,159500.0
1955,115000.0
1956,250000.0
1957,180500.0
1958,337000.0
1959,110000.0
1960,116050.0
1961,120000.0
1962,91000.0
1963,91000.0
1964,135000.0
1965,148500.0
1966,140000.0
1967,264561.0
1968,350000.0
1969,360000.0
1970,380000.0
1971,437154.0
1972,345000.0
1973,290000.0
1974,337000.0
1975,184750.0
1976,272000.0
1977,403000.0
1978,395000.0
1979,320000.0
1980,185850.0
1981,350000.0
1982,220000.0
1983,212000.0
1984,175500.0
1985,185850.0
1986,246578.0
1987,215200.0
1988,175900.0
1989,168500.0
1990,234000.0
1991,230000.0
1992,231500.0
1993,162000.0
1994,265000.0
1995,176000.0
1996,250000.0
1997,285000.0
1998,440000.0
1999,250000.0
2000,281213.0
2001,280000.0
2002,213000.0
2003,227000.0
2004,255500.0
2005,270000.0
2006,212000.0
2007,230000.0
2008,250580.0
2009,189000.0
2010,195000.0
2011,149350.0
2012,183500.0
2013,181000.0
2014,179000.0
2015,208500.0
2016,207500.0
2017,197900.0
2018,117500.0
2019,128500.0
2020,109500.0
2021,132000.0
2022,167000.0
2023,152000.0
2024,250000.0
2025,319900.0
2026,196000.0
2027,81000.0
2028,146000.0
2029,172500.0
2030,266000.0
2031,277500.0
2032,277500.0
2033,266000.0
2034,183900.0
2035,201800.0
2036,265900.0
2037,263435.0
2038,328900.0
2039,170000.0
2040,426000.0
2041,235000.0
2042,248000.0
2043,190000.0
2044,127500.0
2045,280000.0
2046,143000.0
2047,167000.0
2048,147000.0
2049,143000.0
2050,175500.0
2051,109900.0
2052,157000.0
2053,141000.0
2054,106000.0
2055,170000.0
2056,120000.0
2057,137000.0
2058,186500.0
2059,139000.0
2060,143000.0
2061,149500.0
2062,148000.0
2063,106500.0
2064,144900.0
2065,129000.0
2066,185000.0
2067,117500.0
2068,143000.0
2069,84000.0
2070,116000.0
2071,82000.0
2072,153500.0
2073,143000.0
2074,180000.0
2075,164900.0
2076,122000.0
2077,154000.0
2078,139400.0
2079,114500.0
2080,123000.0
2081,119000.0
2082,108000.0
2083,172500.0
2084,115000.0
2085,139950.0
2086,88000.0
2087,143500.0
2088,107000.0
2089,109000.0
2090,117000.0
2091,128000.0
2092,139600.0
2093,136900.0
2094,133000.0
2095,160000.0
2096,88000.0
2097,118000.0
2098,157500.0
2099,58500.0
2100,117500.0
2101,95000.0
2102,143000.0
2103,97000.0
2104,145000.0
2105,117000.0
2106,67000.0
2107,205000.0
2108,113000.0
2109,100000.0
2110,108480.0
2111,174000.0
2112,157900.0
2113,110000.0
2114,125500.0
2115,135900.0
2116,107900.0
2117,140000.0
2118,105000.0
2119,119750.0
2120,124000.0
2121,100000.0
2122,68400.0
2123,90000.0
2124,176000.0
2125,132000.0
2126,207000.0
2127,138000.0
2128,104000.0
2129,110000.0
2130,140000.0
2131,159000.0
2132,143500.0
2133,110500.0
2134,114500.0
2135,108000.0
2136,58500.0
2137,115000.0
2138,140000.0
2139,176000.0
2140,143000.0
2141,142500.0
2142,159950.0
2143,155000.0
2144,131500.0
2145,136500.0
2146,180000.0
2147,186700.0
2148,105000.0
2149,128500.0
2150,241500.0
2151,139400.0
2152,143000.0
2153,143000.0
2154,109500.0
2155,125500.0
2156,250000.0
2157,289000.0
2158,222500.0
2159,254900.0
2160,155835.0
2161,281000.0
2162,446261.0
2163,315000.0
2164,282922.0
2165,185750.0
2166,147000.0
2167,185850.0
2168,222000.0
2169,208500.0
2170,237000.0
2171,149000.0
2172,125000.0
2173,180000.0
2174,236000.0
2175,370878.0
2176,297000.0
2177,265000.0
2178,212000.0
2179,136500.0
2180,188000.0
2181,185850.0
2182,260000.0
2183,184900.0
2184,125000.0
2185,135000.0
2186,134000.0
2187,171000.0
2188,130000.0
2189,169000.0
2190,82000.0
2191,82000.0
2192,96500.0
2193,103200.0
2194,103200.0
2195,102000.0
2196,141000.0
2197,143500.0
2198,174000.0
2199,188000.0
2200,133000.0
2201,137500.0
2202,161000.0
2203,210000.0
2204,179500.0
2205,137500.0
2206,140000.0
2207,245000.0
2208,200000.0
2209,137900.0
2210,85000.0
2211,119750.0
2212,116000.0
2213,87000.0
2214,165000.0
2215,75000.0
2216,157900.0
2217,60000.0
2218,40000.0
2219,40000.0
2220,80000.0
2221,392500.0
2222,302000.0
2223,274725.0
2224,252678.0
2225,126000.0
2226,193000.0
2227,246578.0
2228,262500.0
2229,220000.0
2230,180000.0
2231,224000.0
2232,181000.0
2233,180000.0
2234,272000.0
2235,204750.0
2236,284000.0
2237,306000.0
2238,206300.0
2239,84500.0
2240,173000.0
2241,177000.0
2242,129900.0
2243,161750.0
2244,91000.0
2245,91000.0
2246,158000.0
2247,110500.0
2248,124500.0
2249,124500.0
2250,127500.0
2251,117500.0
2252,190000.0
2253,156932.0
2254,186500.0
2255,192000.0
2256,234000.0
2257,250000.0
2258,234000.0
2259,177000.0
2260,143000.0
2261,170000.0
2262,180000.0
2263,290000.0
2264,466500.0
2265,171000.0
2266,266000.0
2267,372500.0
2268,415298.0
2269,139000.0
2270,184000.0
2271,275000.0
2272,190000.0
2273,160000.0
2274,165000.0
2275,143000.0
2276,157000.0
2277,175000.0
2278,180000.0
2279,147000.0
2280,139000.0
2281,181000.0
2282,179200.0
2283,83000.0
2284,135000.0
2285,139400.0
2286,127000.0
2287,337500.0
2288,249700.0
2289,440000.0
2290,380000.0
2291,309000.0
2292,465000.0
2293,412500.0
2294,380000.0
2295,466500.0
2296,395000.0
2297,339750.0
2298,337500.0
2299,276000.0
2300,337000.0
2301,275000.0
2302,213000.0
2303,230000.0
2304,283463.0
2305,196000.0
2306,194700.0
2307,194700.0
2308,209500.0
2309,277500.0
2310,212000.0
2311,185850.0
2312,173000.0
2313,163990.0
2314,155835.0
2315,172400.0
2316,189000.0
2317,185000.0
2318,163990.0
2319,180000.0
2320,205950.0
2321,274000.0
2322,159895.0
2323,179665.0
2324,180000.0
2325,205000.0
2326,160000.0
2327,195000.0
2328,234000.0
2329,189000.0
2330,178000.0
2331,301500.0
2332,426000.0
2333,348000.0
2334,265000.0
2335,250000.0
2336,290000.0
2337,205950.0
2338,392500.0
2339,230000.0
2340,315000.0
2341,214000.0
2342,265900.0
2343,215000.0
2344,239000.0
2345,252000.0
2346,212000.0
2347,183000.0
2348,213500.0
2349,192140.0
2350,270000.0
2351,236500.0
2352,230000.0
2353,240000.0
2354,155000.0
2355,133000.0
2356,176000.0
2357,171750.0
2358,189000.0
2359,127000.0
2360,112500.0
2361,145500.0
2362,294000.0
2363,175000.0
2364,138500.0
2365,220000.0
2366,202500.0
2367,215000.0
2368,196000.0
2369,209500.0
2370,178000.0
2371,168500.0
2372,145000.0
2373,287000.0
2374,287000.0
2375,270000.0
2376,239686.0
2377,315000.0
2378,141000.0
2379,129000.0
2380,149000.0
2381,168500.0
2382,202500.0
2383,212900.0
2384,234000.0
2385,160000.0
2386,124500.0
2387,143000.0
2388,90000.0
2389,127500.0
2390,101800.0
2391,122000.0
2392,115000.0
2393,175500.0
2394,173000.0
2395,189000.0
2396,163000.0
2397,224000.0
2398,110000.0
2399,39300.0
2400,39300.0
2401,120000.0
2402,140000.0
2403,124000.0
2404,147000.0
2405,177000.0
2406,120000.0
2407,139950.0
2408,145500.0
2409,141000.0
2410,137900.0
2411,120000.0
2412,145000.0
2413,135000.0
2414,114500.0
2415,126000.0
2416,127500.0
2417,145500.0
2418,120000.0
2419,157900.0
2420,120000.0
2421,139000.0
2422,110000.0
2423,108000.0
2424,143000.0
2425,240000.0
2426,120000.0
2427,128000.0
2428,133000.0
2429,135750.0
2430,119500.0
2431,119000.0
2432,156000.0
2433,141000.0
2434,154000.0
2435,171500.0
2436,110000.0
2437,147000.0
2438,123000.0
2439,89471.0
2440,116000.0
2441,110500.0
2442,119750.0
2443,113000.0
2444,110000.0
2445,95000.0
2446,132000.0
2447,250000.0
2448,140000.0
2449,115000.0
2450,207000.0
2451,120000.0
2452,176000.0
2453,97000.0
2454,100000.0
2455,88000.0
2456,140000.0
2457,127000.0
2458,119500.0
2459,119000.0
2460,155000.0
2461,116000.0
2462,149000.0
2463,87000.0
2464,128000.0
2465,116000.0
2466,135000.0
2467,184000.0
2468,95000.0
2469,73000.0
2470,240000.0
2471,226000.0
2472,189000.0
2473,121600.0
2474,113000.0
2475,176000.0
2476,83000.0
2477,134500.0
2478,171000.0
2479,121600.0
2480,120000.0
2481,154000.0
2482,128500.0
2483,128200.0
2484,120000.0
2485,130000.0
2486,140000.0
2487,240000.0
2488,149000.0
2489,135000.0
2490,164900.0
2491,90000.0
2492,181000.0
2493,110000.0
2494,160000.0
2495,84000.0
2496,189000.0
2497,136900.0
2498,119000.0
2499,82000.0
2500,137000.0
2501,150000.0
2502,143000.0
2503,129000.0
2504,189000.0
2505,236000.0
2506,255500.0
2507,278000.0
2508,255500.0
2509,205000.0
2510,201000.0
2511,191000.0
2512,227875.0
2513,235000.0
2514,236500.0
2515,152000.0
2516,149900.0
2517,143000.0
2518,158500.0
2519,237000.0
2520,200000.0
2521,176000.0
2522,231500.0
2523,127500.0
2524,150500.0
2525,148500.0
2526,144000.0
2527,112500.0
2528,134000.0
2529,129000.0
2530,128000.0
2531,260000.0
2532,223500.0
2533,174000.0
2534,270000.0
2535,316600.0
2536,207500.0
2537,202900.0
2538,155835.0
2539,185000.0
2540,169990.0
2541,184000.0
2542,192140.0
2543,134500.0
2544,126175.0
2545,116000.0
2546,148000.0
2547,142500.0
2548,118858.0
2549,180000.0
2550,501837.0
2551,138000.0
2552,120000.0
2553,82000.0
2554,125000.0
2555,120000.0
2556,100000.0
2557,110000.0
2558,193500.0
2559,137450.0
2560,139000.0
2561,145000.0
2562,139500.0
2563,153575.0
2564,146000.0
2565,137500.0
2566,190000.0
2567,122500.0
2568,155000.0
2569,211000.0
2570,85000.0
2571,180000.0
2572,213500.0
2573,241500.0
2574,538000.0
2575,122500.0
2576,89500.0
2577,145900.0
2578,119750.0
2579,80000.0
2580,169000.0
2581,125000.0
2582,144000.0
2583,392000.0
2584,147000.0
2585,192140.0
2586,179665.0
2587,179900.0
2588,139400.0
2589,149000.0
2590,235000.0
2591,243000.0
2592,240000.0
2593,270000.0
2594,202665.0
2595,178000.0
2596,274900.0
2597,181000.0
2598,265000.0
2599,310000.0
2600,148000.0
2601,148000.0
2602,80000.0
2603,92000.0
2604,80000.0
2605,75000.0
2606,138000.0
2607,162000.0
2608,257500.0
2609,192140.0
2610,124500.0
2611,190000.0
2612,147000.0
2613,130000.0
2614,124500.0
2615,135000.0
2616,160000.0
2617,137900.0
2618,194000.0
2619,241500.0
2620,185000.0
2621,177000.0
2622,189000.0
2623,255000.0
2624,222500.0
2625,372500.0
2626,173000.0
2627,170000.0
2628,345000.0
2629,745000.0
2630,325000.0
2631,437154.0
2632,345000.0
2633,328900.0
2634,315000.0
2635,147000.0
2636,189000.0
2637,140000.0
2638,290000.0
2639,178000.0
2640,151000.0
2641,112500.0
2642,204750.0
2643,75000.0
2644,122500.0
2645,89500.0
2646,89500.0
2647,81000.0
2648,128000.0
2649,145000.0
2650,139400.0
2651,146000.0
2652,475000.0
2653,255000.0
2654,233170.0
2655,377500.0
2656,285000.0
2657,328900.0
2658,228500.0
2659,275500.0
2660,305000.0
2661,337500.0
2662,360000.0
2663,272000.0
2664,277500.0
2665,350000.0
2666,266000.0
2667,163990.0
2668,155835.0
2669,185000.0
2670,336000.0
2671,155835.0
2672,188500.0
2673,190000.0
2674,190000.0
2675,167240.0
2676,176485.0
2677,173000.0
2678,290000.0
2679,290000.0
2680,336000.0
2681,426000.0
2682,337000.0
2683,380000.0
2684,290000.0
2685,287000.0
2686,275000.0
2687,318000.0
2688,230500.0
2689,212000.0
2690,184750.0
2691,214000.0
2692,155000.0
2693,179600.0
2694,159000.0
2695,174000.0
2696,183500.0
2697,200000.0
2698,204750.0
2699,175000.0
2700,179200.0
2701,148000.0
2702,115000.0
2703,112000.0
2704,140000.0
2705,128500.0
2706,110000.0
2707,108000.0
2708,132250.0
2709,109500.0
2710,143000.0
2711,320000.0
2712,315000.0
2713,202665.0
2714,147400.0
2715,168500.0
2716,184000.0
2717,184000.0
2718,209500.0
2719,173000.0
2720,175500.0
2721,128000.0
2722,152000.0
2723,135000.0
2724,130000.0
2725,128000.0
2726,148000.0
2727,127000.0
2728,179900.0
2729,172500.0
2730,140000.0
2731,129900.0
2732,124000.0
2733,167000.0
2734,177000.0
2735,135000.0
2736,139500.0
2737,114500.0
2738,126000.0
2739,160000.0
2740,145500.0
2741,153000.0
2742,163000.0
2743,177000.0
2744,154000.0
2745,150000.0
2746,156000.0
2747,185000.0
2748,114500.0
2749,132000.0
2750,140000.0
2751,144000.0
2752,274725.0
2753,153500.0
2754,189000.0
2755,141000.0
2756,91300.0
2757,72500.0
2758,91300.0
2759,136500.0
2760,135000.0
2761,160000.0
2762,154000.0
2763,170000.0
2764,174000.0
2765,244400.0
2766,140000.0
2767,91000.0
2768,136000.0
2769,154500.0
2770,145000.0
2771,125500.0
2772,139950.0
2773,112000.0
2774,157900.0
2775,157900.0
2776,207000.0
2777,143000.0
2778,122000.0
2779,122500.0
2780,119200.0
2781,119750.0
2782,75000.0
2783,102776.0
2784,132500.0
2785,132000.0
2786,89000.0
2787,125500.0
2788,119750.0
2789,176000.0
2790,101000.0
2791,115000.0
2792,85000.0
2793,139500.0
2794,135000.0
2795,143500.0
2796,109500.0
2797,239000.0
2798,139600.0
2799,120000.0
2800,78000.0
2801,113000.0
2802,145000.0
2803,136905.0
2804,160000.0
2805,90000.0
2806,119750.0
2807,145000.0
2808,151000.0
2809,135500.0
2810,128000.0
2811,172000.0
2812,142500.0
2813,143000.0
2814,145000.0
2815,76000.0
2816,280000.0
2817,115000.0
2818,138000.0
2819,154000.0
2820,119000.0
2821,106500.0
2822,185750.0
2823,274970.0
2824,175000.0
2825,153500.0
2826,129000.0
2827,127000.0
2828,240000.0
2829,160000.0
2830,223500.0
2831,185000.0
2832,231500.0
2833,264561.0
2834,213500.0
2835,201000.0
2836,174000.0
2837,228950.0
2838,157000.0
2839,175900.0
2840,199900.0
2841,193000.0
2842,248000.0
2843,165000.0
2844,149000.0
2845,138500.0
2846,193000.0
2847,211000.0
2848,180000.0
2849,190000.0
2850,290000.0
2851,274725.0
2852,221000.0
2853,254900.0
2854,136500.0
2855,189000.0
2856,225000.0
2857,186500.0
2858,185000.0
2859,135000.0
2860,132500.0
2861,107000.0
2862,174000.0
2863,127000.0
2864,260000.0
2865,140000.0
2866,130000.0
2867,112000.0
2868,105000.0
2869,169000.0
2870,168000.0
2871,85000.0
2872,58500.0
2873,84500.0
2874,139000.0
2875,83000.0
2876,205000.0
2877,140000.0
2878,189950.0
2879,145000.0
2880,98000.0
2881,139900.0
2882,179500.0
2883,179400.0
2884,184000.0
2885,177000.0
2886,193500.0
2887,82000.0
2888,131500.0
2889,78000.0
2890,80000.0
2891,133000.0
2892,34900.0
2893,137500.0
2894,40000.0
2895,392500.0
2896,235000.0
2897,168000.0
2898,143000.0
2899,236500.0
2900,147000.0
2901,137900.0
2902,204750.0
2903,293077.0
2904,360000.0
2905,141000.0
2906,206300.0
2907,124000.0
2908,100000.0
2909,142600.0
2910,86000.0
2911,80000.0
2912,163000.0
2913,80000.0
2914,97000.0
2915,97000.0
2916,75000.0
2917,139000.0
2918,100000.0
2919,190000.0
